"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_eng_company_name","emitent_ua_firstname","emitent_ukr_fullname","emitent_ukr_company_address","margin.emitent","paid","emitent_ua_lastname","description","emitent_eng_company_address","emitent_ua_company_code","emitent_eng_company_code","emitent_ua_middlename","emitent_ua_company_name","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","emitent_eng_fullname","emitent_citizen","object_id","iteration","emitent_ua_company_code_extendedstatus","emitent_ua_company_name_extendedstatus","emitent_eng_company_code_extendedstatus","emitent_eng_lastname","emitent_eng_middlename","emitent_eng_firstname"
"Бригинець Олександр Михайлович","Верховна Рада України","Народний депутат України","nacp_e315cc07-a3c8-4e3a-bd2a-eece147366ca","Бригинець","FALSE","Михайлович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e315cc07-a3c8-4e3a-bd2a-eece147366ca","Олександр","","","","","j","Не оплачувана","","Член Колегії Головної ради","","03922197","","","Українське товариство охорони пам'яток історії та культури","","","","Юридична особа, зареєстрована в Україні","1478272189714","1478272189714",NA,NA,NA,NA,NA,NA
"Бригинець Олександр Михайлович","Верховна Рада України","Народний депутат України","nacp_e315cc07-a3c8-4e3a-bd2a-eece147366ca","Бригинець","FALSE","Михайлович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e315cc07-a3c8-4e3a-bd2a-eece147366ca","Олександр","","","","","j","Не оплачувана","","Радник міністра інформаційної політики","","39601044","","","Міністерство інформаційної політики","","","","Юридична особа, зареєстрована в Україні","1477513790730","1477513790730","0","0",NA,NA,NA,NA
"Шкварилюк Володимир Васильович","Верховна Рада України","Народний депутат України, Секретар Комітету Верховної Ради України з питань бюджету","nacp_5349ef20-a685-4636-a5c8-cb472718238d","Шкварилюк","FALSE","Васильович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5349ef20-a685-4636-a5c8-cb472718238d","Володимир","","","","","j","Оплачувана","","викладач","","33680120","","","Тернопільський національний економічний університет","","","","Юридична особа, зареєстрована в Україні","1490005595536","1490005595536",NA,NA,NA,NA,NA,NA
"Довбенко Михайло Володимирович","Верховна Рада України","Народний депутат України, Перший заступник Голови Комітету з питань фінансової політики і банківської діяльності","nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Довбенко","FALSE","Володимирович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Михайло","","","","","j","Не оплачувана","","Директор","","25728961","","","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ІНСТИТУТ ВІДКРИТОЇ ПОЛІТИКИ""","","","","Юридична особа, зареєстрована в Україні","1477578456481","1477578456481",NA,NA,NA,NA,NA,NA
"Продан Оксана Петрівна","Верховна Рада України","народний депутат України","nacp_6abe8de1-8c17-4422-b7b4-48ef7d980946","Продан","FALSE","Петрівна",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6abe8de1-8c17-4422-b7b4-48ef7d980946","Оксана","","","","","j","Не оплачувана","","Голова","","37635690","","","Громадська організація Всеукраїнське об'єднання підприємців малого та середнього бізнесу ""Фортеця""","","","","Юридична особа, зареєстрована в Україні","1477632574572","1477632574572",NA,NA,NA,NA,NA,NA
"Ківалов Сергій Васильович","Верховна Рада України","народний депутат України","nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Ківалов","FALSE","Васильович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Сергій","","","","","j","Не оплачувана","","Президент університету, Голова Вченої ради університету, Голова Наглядової ради університету","","20933314","","","Національний університет ""Одеська юридична академія""","","","","Юридична особа, зареєстрована в Україні","1477744062921","1477744062921",NA,NA,NA,NA,NA,NA
"Ківалов Сергій Васильович","Верховна Рада України","народний депутат України","nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Ківалов","FALSE","Васильович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Сергій","","","","","j","Не оплачувана","","Президент університету, Голова Вченої ради університету","","26249278","","","Міжнародний гуманітарний університет","","","","Юридична особа, зареєстрована в Україні","1477744179652","1477744179652",NA,NA,NA,NA,NA,NA
"Ківалов Сергій Васильович","Верховна Рада України","народний депутат України","nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Ківалов","FALSE","Васильович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_589aa3ff-96dd-479d-8e96-29ed3a912907","Сергій","","","","","j","Оплачувана","","професор кафедри","","20933314","","","Національний університет ""Одеська юридична академія""","","","","Юридична особа, зареєстрована в Україні","1477744016832","1477744016832",NA,NA,NA,NA,NA,NA
"Курило Віталій Семенович","Верховна Рада України","народний депутат України, Заступник Голови комітету Верховної Ради України з питань державного будівництва, регіональної політики та місцевого самоврядування","nacp_d67a4929-e1d7-42bd-9431-e8f2c1fea964","Курило","FALSE","Семенович",2018-03-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d67a4929-e1d7-42bd-9431-e8f2c1fea964","Віталій","","","","","j","Оплачувана","","Професор","","02125131","","","Луганський національний університет імені Тараса Шевченка","","","","Юридична особа, зареєстрована в Україні","1488364778999","1488364778999",NA,NA,NA,NA,NA,NA
"Литвин Володимир Михайлович","Верховна Рада України","Народний депутат України","nacp_070f70a7-ba5d-4791-bbfa-746f70848ed6","Литвин","FALSE","Михайлович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_070f70a7-ba5d-4791-bbfa-746f70848ed6","Володимир","","","","","j","Оплачувана","","Головний науковий співробітник","","","","","Інститут історії України НАНУ","","","","Юридична особа, зареєстрована в Україні","1476717199364","1476717199364","3",NA,NA,NA,NA,NA
"Деркач Андрій Леонідович","Верховна Рада України","Народний депутат України","nacp_210bc104-c251-4ec7-a281-a41226f07c65","Деркач","FALSE","Леонідович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_210bc104-c251-4ec7-a281-a41226f07c65","Андрій","","","","","j","Оплачувана","","Творча діяльність в художньо-творчій колегії","","30019068","","","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""РАДІО-ЕРА""","","","","Юридична особа, зареєстрована в Україні","1490756233542","1490756233542",NA,NA,NA,NA,NA,NA
"Матвієнко Анатолій Сергійович","Верховна Рада України","Народний депутат України","nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Матвієнко","FALSE","Сергійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_978dfd1c-b062-48a5-9f16-1835e28d4dd2","Анатолій","","","","","j","Оплачувана","","Професор","","23696843","","","Національна академія державного управління при Президентові України","","","","Юридична особа, зареєстрована в Україні","1490894278783","1490894278783",NA,NA,NA,NA,NA,NA
"Яриніч Костянтин Володимирович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань охорони здоров'я","nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Яриніч","TRUE","Володимирович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Костянтин","","","","","j","Оплачувана","","Лікар-гінеколог-онколог диспансерно-поліклінічного відділення","","01994959","","","Комунальний заклад ""Кіровоградський обласний онкологічний диспансер""","","","","Юридична особа, зареєстрована в Україні","1490823368523","1490823368523",NA,NA,NA,NA,NA,NA
"Біловол Олександр Миколайович","ВЕРХОВНА РАДА УКРАЇНИ","Народний депутат України, член Президії Національної академії медичних наук України","nacp_10033af0-2d26-4644-8592-6c8425bbc468","Біловол","FALSE","Миколайович",2018-03-25,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_10033af0-2d26-4644-8592-6c8425bbc468","Олександр","","","","","j","Оплачувана","","Професор кафедри ","","01896866","","","ХАРКІВСЬКИЙ НАЦІОНАЛЬНИЙ МЕДИЧНИЙ УНІВЕРСИТЕТ","","","","Юридична особа, зареєстрована в Україні","1477671347252","1477671347252",NA,NA,NA,NA,NA,NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","","","","","j","Оплачувана","","Проведення лекцій","","23696843","","","Національна академія державного управління при президентові України","","","","Юридична особа, зареєстрована в Україні","1521729243494","1521729243494",NA,NA,NA,NA,NA,NA
"Іщейкін Костянтин Євгенович","Верховна рада України","Народний депутат України","nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Іщейкін","FALSE","Євгенович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b2b0eefa-b87b-4edb-ad24-94252939e8d0","Костянтин","","","","","j","Оплачувана","","Професор","","02010824","","","ВД НЗУ ""Українська медична стоматологічна академія""","","","","Юридична особа, зареєстрована в Україні","1490795676954","1490795676954",NA,NA,NA,NA,NA,NA
"Пинзеник Віктор Михайлович","Верховна Рада України","народний депутат України","nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Пинзеник","FALSE","Михайлович",2018-02-09,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Віктор","","","","","j","Оплачувана","","викладацька робота","","02070884","","","КНЕУ ім.В.Гетьмана","","","","Юридична особа, зареєстрована в Україні","1489049388451","1489049388451",NA,NA,NA,NA,NA,NA
"Пинзеник Віктор Михайлович","Верховна Рада України","народний депутат України","nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Пинзеник","FALSE","Михайлович",2018-02-09,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Віктор","","","","","j","Оплачувана","","викладацька робота","","35133288","","","Благодійний фонд ""Київська школа економіки""","","","","Юридична особа, зареєстрована в Україні","1477577256593","1477577256593",NA,NA,NA,NA,NA,NA
"Пинзеник Віктор Михайлович","Верховна Рада України","народний депутат України","nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Пинзеник","FALSE","Михайлович",2018-02-09,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Віктор","","","","","j","Оплачувана","","викладацька робота","","37199602","","","Київська школа економіки та менеджменту","","","","Юридична особа, зареєстрована в Україні","1477577217137",NA,NA,NA,NA,NA,NA,NA
"Пинзеник Віктор Михайлович","Верховна Рада України","народний депутат України","nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Пинзеник","FALSE","Михайлович",2018-02-09,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Віктор","","","","","j","Оплачувана","","викладацька робота","","05394423","","","Міжнародний інститут менеджменту ","","","","Юридична особа, зареєстрована в Україні","1477577066960",NA,NA,NA,NA,NA,NA,NA
"Пинзеник Віктор Михайлович","Верховна Рада України","народний депутат України","nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Пинзеник","FALSE","Михайлович",2018-02-09,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_147cb443-a70d-4bb9-b6ca-4922107cb53e","Віктор","","","","","j","Оплачувана","","Професор, викладацька робота","","34716922","","","Університет банківської справи","","","","Юридична особа, зареєстрована в Україні","1477566828679",NA,NA,NA,NA,NA,NA,NA
"Унгурян Павло Якимович","Верховна Рада України","Народний депутат України","nacp_4e1cf45a-578c-46b3-b2af-ebb9598b2943","Унгурян","FALSE","Якимович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4e1cf45a-578c-46b3-b2af-ebb9598b2943","Павло","","","","","j","Оплачувана","","Науковий співробітник науково-дослідної частини","","20933314","","","Національний університет ""Одеська юридична академія""","","","","Юридична особа, зареєстрована в Україні","1490613924469","1490613924469",NA,NA,NA,NA,NA,NA
"Унгурян Павло Якимович","Верховна Рада України","Народний депутат України","nacp_4e1cf45a-578c-46b3-b2af-ebb9598b2943","Унгурян","FALSE","Якимович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4e1cf45a-578c-46b3-b2af-ebb9598b2943","Павло","","","","","j","Оплачувана","","Професор","","19491035","","","Державний заклад ""Державна екологічна академія післядипломної освіти та управління""","","","","Юридична особа, зареєстрована в Україні","1477663890997","1477663890997",NA,NA,NA,NA,NA,NA
"Кіссе Антон Іванович","Верховна Рада України","Народний депутат","nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Кіссе","TRUE","Іванович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd048d9d-a8fd-4849-b8f9-a1d14e7ba39f","Антон","","","","","j","Оплачувана","","Професор кафедри філософії, соціології ї менеджмента соціокультурної діяльності","","02125473","","","ДЕРЖАВНИЙ ЗАКЛАД ""ПІВДЕННОУКРАЇНСЬКИЙ НАЦІОНАЛЬНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ К.Д. УШИНСЬКОГО""","","","","Юридична особа, зареєстрована в Україні","1489761701093","1489761701093",NA,NA,NA,NA,NA,NA
"Розенблат Борислав Соломонович","Верховна Рада України","народний депутат України, Заступник Голови комітету","nacp_527f1be2-3768-4675-b709-75376f7951d4","Розенблат","TRUE","Соломонович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_527f1be2-3768-4675-b709-75376f7951d4","Борислав","Buroservice71UG","","","Німеччина, м.Дортмунд, Хердер Семертейхстр, 183","j","Оплачувана","","наукова діяльність","Germany, Dortmund Horde, Horder Semerteichstr, 183","","","","","Buroservice71UG","","","Юридична особа, зареєстрована за кордоном","1477555303113","1477555303113",NA,NA,"2",NA,NA,NA
"Буглак Юрій Олександрович","Верховна Рада України","Народний депутат України","nacp_3dbecd44-1a85-4d43-9699-3d5d4c9d76b0","Буглак","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3dbecd44-1a85-4d43-9699-3d5d4c9d76b0","Юрій","","","","","j","Не оплачувана","","Член Наглядової Ради","","02125295","","","НАЦІОНАЛЬНИЙ ПЕДАГОГІЧНИЙ УНІВЕРСИТЕТ ІМЕНІ М.П.ДРАГОМАНОВА","","","","Юридична особа, зареєстрована в Україні","1521398524909","1521398524909",NA,NA,NA,NA,NA,NA
"Буглак Юрій Олександрович","Верховна Рада України","Народний депутат України","nacp_3dbecd44-1a85-4d43-9699-3d5d4c9d76b0","Буглак","FALSE","Олександрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3dbecd44-1a85-4d43-9699-3d5d4c9d76b0","Юрій","","","","","j","Не оплачувана","","Старший науковий співробітник ","","39845593","","","Приватна Установа ""Науково-дослідний інститут публічного права""","","","","Юридична особа, зареєстрована в Україні","1488282118610","1488282118610",NA,NA,NA,NA,NA,NA
"Поплавський Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8386acee-079b-4ea3-a5f3-b5fef65f8a48","Поплавський","FALSE","Михайлович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8386acee-079b-4ea3-a5f3-b5fef65f8a48","Михайло","","",NA,"","j","Оплачувана","","Професор","","02214159","","","Київський національний університет культури і мистецтв","",NA,NA,"Юридична особа, зареєстрована в Україні","1475765220557",NA,NA,NA,NA,"","",""
"Поплавський Михайло Михайлович","Верховна Рада України","Народний депутат України","nacp_8386acee-079b-4ea3-a5f3-b5fef65f8a48","Поплавський","FALSE","Михайлович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8386acee-079b-4ea3-a5f3-b5fef65f8a48","Михайло","","",NA,"","j","Оплачувана","","Професор","","31028309","","","Київський університет культури","",NA,NA,"Юридична особа, зареєстрована в Україні","1475765396272",NA,NA,NA,NA,"","",""
"Співаковський Олександр Володимирович","Верховна Рада України","народний депутат України","nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Співаковський","FALSE","Володимирович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Олександр","","","","","j","Оплачувана","","Член Національної академії педагогічних наук України","","00046077","","","Національної академії педагогічних наук України","","","","Юридична особа, зареєстрована в Україні","1476975734563","1476975734563",NA,NA,NA,NA,NA,NA
"Співаковський Олександр Володимирович","Верховна Рада України","народний депутат України","nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Співаковський","FALSE","Володимирович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2756ea8c-d706-4c90-b6d5-a173aabf5a3d","Олександр","","","","","j","Оплачувана","","професор кафедри інформатики, програмної інженерії та економічної кіберентики Херсонського державного університету","","2125609","","","Херсонський державний університет","","","","Юридична особа, зареєстрована в Україні","1476975579575","1476975579575",NA,NA,NA,NA,NA,NA
"Загорій Гліб Володимирович","Верховна Рада України","Народний депутат України","nacp_66d0fd4e-79e7-42e3-9f01-ef2887e91a5d","Загорій","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_66d0fd4e-79e7-42e3-9f01-ef2887e91a5d","Гліб","","","","","j","Оплачувана","","Професор","","02070890","","","Київський Національний університет технологій та дизайну","","","","Юридична особа, зареєстрована в Україні","1477613504963","1477613504963",NA,NA,NA,NA,NA,NA
"Загорій Гліб Володимирович","Верховна Рада України","Народний депутат України","nacp_66d0fd4e-79e7-42e3-9f01-ef2887e91a5d","Загорій","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_66d0fd4e-79e7-42e3-9f01-ef2887e91a5d","Гліб","","","","","j","Оплачувана","","Професор","","01896702","","","Національна медична академія післядипломної освіти ім. Шупика","","","","Юридична особа, зареєстрована в Україні","1477613568776","1477613568776",NA,NA,NA,NA,NA,NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","","","","","j","Оплачувана","","Професор","","22998499","","","Українська військово-медична академія","","","","Юридична особа, зареєстрована в Україні","1477666929453","1477666929453",NA,NA,NA,NA,NA,NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","","","","","j","Оплачувана","","Лікар-дерматовенеролог","","31407815","","","Приватне підприємство ""Інститут дерматокосметології доктора Богомолець""","","","","Юридична особа, зареєстрована в Україні","1477666768601","1477666768601",NA,NA,NA,NA,NA,NA
"Богомолець Ольга Вадимівна","Верховна Рада України","народний депутат України, голова Комітету Верховної Ради України з питань охорони здоров'я","nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Богомолець","FALSE","Вадимівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_db2e71d7-034a-43b4-a783-372d0ca1bb52","Ольга","","","","","j","Оплачувана","","Професор","","01896872","","","Харківська медична академія післядипломної освіти","","","","Юридична особа, зареєстрована в Україні","1477666867544","1477666867544",NA,NA,NA,NA,NA,NA
